StateAbbrev,NCESDistrictID,DistrictName,Online_months
NE,3100070,Amherst Public Schools,0
NE,3100071,Tekamah-Herman Community Schs,9
NE,3100072,Leyton Public Schools,0
NE,3100073,Arnold Public Schools,0
NE,3100076,Scribner-Snyder Community Schs,0
NE,3100077,Dundy Co Stratton Public Schs,0
NE,3100080,Alma Public Schools,0
NE,3100082,Stuart Public Schools,0
NE,3100085,St Paul Public Schools,0
NE,3100088,Norris School Dist 160,0
NE,3100089,Palmer Public Schools,0
NE,3100090,Bayard Public Schools,0
NE,3100091,Fullerton Public Schools,0
NE,3100095,Crete Public Schools,0
NE,3100096,Friend Public Schools,0
NE,3100097,Morrill Public Schools,0
NE,3100098,Gering Public Schools,0
NE,3100099,Centennial Public Schools,0
NE,3100105,Bridgeport Public Schools,0
NE,3100109,Southern Valley Schools,0
NE,3100110,South Platte Public Schools,0
NE,3100111,Eustis-Farnam Public Schools,0
NE,3100112,Lakeview Community Schools,0
NE,3100114,Logan View Public Schools,0
NE,3100115,North Bend Central Public Schs,0
NE,3100116,Freeman Public Schools,0
NE,3100117,Heartland Community Schools,0
NE,3100118,Fillmore Central Public Schs,0
NE,3100120,Hitchcock Co Sch System,0
NE,3100121,Doniphan-Trumbull Public Schs,0
NE,3100122,South Central Nebraska Unified 5,0
NE,3100123,High Plains Community Schools,0
NE,3100124,Bruning-Davenport Unified Sys,0
NE,3100125,Diller-Odell Public Schools,0
NE,3100129,Twin River Public Schools,0
NE,3100130,Cross County Community Schools,0
NE,3100132,Thayer Central Community Schs,0
NE,3100133,Exeter-Milligan Public Schools,0
NE,3100134,Wilcox-Hildreth Public Schools,0
NE,3100140,Creek Valley Schools,0
NE,3100141,Emerson-Hubbard Public Schools,0
NE,3100157,Perkins County Schools,0
NE,3100163,Chase County Schools,0
NE,3100165,Douglas Co West Community Schs,0
NE,3100170,Gordon-Rushville Public Schs,0
NE,3100172,West Holt Public Schools,0
NE,3100176,Johnson Co Central Public Schs,0
NE,3100177,Ncyf Community High School,0
NE,3100178,Southwest Public Schools,0
NE,3100179,Humboldt Table Rock Steinauer,2
NE,3100183,Howells-Dodge Consolidated Schools,0
NE,3100184,Riverside Public Schools,0
NE,3100185,Central Valley Public Schools,0
NE,3100187,Boyd County Schools,0
NE,3100189,Summerland Public Schools,0
NE,3101992,Elmwood-Murdock Public Schools,0
NE,3102770,Adams Central Public Schools,0
NE,3102790,Ainsworth Community Schools,0
NE,3102820,Boone Central Schools,0
NE,3102880,Allen Consolidated Schools,0
NE,3102910,Alliance Public Schools,0
NE,3103060,Ansley Public Schools,0
NE,3103090,Arapahoe Public Schools,0
NE,3103120,Arcadia Public Schools,0
NE,3103130,Arlington Public Schools,0
NE,3103210,Arthur County Schools,0
NE,3103330,Auburn Public Schools,2
NE,3103360,Aurora Public Schools,0
NE,3103420,Axtell Community Schools,0
NE,3103440,Bancroft-Rosalie Comm Schools,0
NE,3103540,Battle Creek Public Schools,0
NE,3103600,Beatrice Public Schools,0
NE,3103810,Bellevue Public Schools,0
NE,3103990,Bennington Public Schools,0
NE,3104020,Bertrand Public Schools,0
NE,3104100,Blair Community Schools,0
NE,3104140,Bloomfield Community Schools,0
NE,3104200,Blue Hill Public Schools,0
NE,3104290,Brady Public Schools,0
NE,3104640,Burwell Public Schools,0
NE,3104870,Cedar Bluffs Public Schools,0
NE,3104920,Central City Public Schools,0
NE,3104950,Raymond Central Public Schools,0
NE,3104980,Chadron Public Schools,0
NE,3105010,Chambers Public Schools,0
NE,3105160,Clarkson Public Schools,0
NE,3105280,Cody-Kilgore Public Schs,0
NE,3105340,Columbus Public Schools,0
NE,3105460,Cozad Community Schools,0
NE,3105520,Crawford Public Schools,0
NE,3105550,Creighton Community Public Schools,0
NE,3105630,Crofton Community Schools,0
NE,3105910,Deshler Public Schools,0
NE,3105970,Tri County Public Schools,0
NE,3109120,Hayes Center Public Schools,0
NE,3119560,Umo N Ho N Nation Public Schs,0
NE,3162950,Centura Public Schools,0
NE,3169840,Dorchester Public School,0
NE,3170020,Elba Public Schools,0
NE,3170050,Elgin Public Schools,0
NE,3170110,Elkhorn Public Schools,0
NE,3170140,Elm Creek Public Schools,0
NE,3170220,Elwood Public Schools,0
NE,3170440,Fairbury Public Schools,5
NE,3170530,Falls City Public Schools,0
NE,3170650,Fort Calhoun Community Schs,0
NE,3170710,Fremont Public Schools,0
NE,3170800,Garden County Schools,0
NE,3170980,Gibbon Public Schools,0
NE,3171010,Giltner Public Schools,0
NE,3171100,Gothenburg Public Schools,0
NE,3171220,Gretna Public Schools,0
NE,3171370,Hampton Public School,0
NE,3171520,Hartington Newcastle Public Schools,0
NE,3171550,Harvard Public Schools,0
NE,3171580,Hastings Public Schools,5
NE,3171610,Hay Springs Public Schools,0
NE,3171730,Hemingford Public Schools,0
NE,3171820,Hershey Public Schools,0
NE,3171940,Holdrege Public Schools,0
NE,3172000,Homer Community Schools,0
NE,3172150,Humphrey Public Schools,0
NE,3172210,Hyannis Area Schools,0
NE,3172335,Johnson-Brock Public Schools,0
NE,3172390,Kearney Public Schools,0
NE,3172420,Kenesaw Public Schools,0
NE,3172480,Keya Paha County Schools,0
NE,3172570,Kimball Public Schools,0
NE,3172720,Leigh Community Schools,0
NE,3172780,Lewiston Consolidated Schools,0
NE,3172810,Lexington Public Schools,0
NE,3172840,Lincoln Public Schools,10
NE,3172910,Litchfield Public Schools,0
NE,3172990,Loomis Public Schools,0
NE,3173050,Louisville Public Schools,0
NE,3173090,Loup City Public Schools,0
NE,3173120,Loup County Public Schools,0
NE,3173210,Lyons-Decatur Northeast Schs,0
NE,3173230,Madison Public Schools,0
NE,3173290,Malcolm Public Schools,0
NE,3173440,Maywood Public Schools,0
NE,3173470,Mc Cook Public Schools,0
NE,3173500,Mc Cool Junction Public Schs,0
NE,3173560,Mc Pherson County Schools,0
NE,3173590,Mead Public Schools,0
NE,3173600,Medicine Valley Public Schools,0
NE,3173660,Meridian Public Schools,0
NE,3173710,Milford Public Schools,0
NE,3173740,Millard Public Schools,10
NE,3173800,Minatare Public Schools,0
NE,3173830,Minden Public Schools,0
NE,3173890,Mitchell Public Schools,0
NE,3174040,Mullen Public Schools,0
NE,3174160,Nebraska City Public Schools,2
NE,3174200,Conestoga Public Schools,5
NE,3174220,Neligh-Oakdale Schools,0
NE,3174340,Newman Grove Public Schools,0
NE,3174370,Niobrara Public Schools,0
NE,3174430,Norfolk Public Schools,0
NE,3174580,Northwest Public Schools,0
NE,3174640,Oakland Craig Public Schools,0
NE,3174760,Ogallala Public Schools,0
NE,3174820,Omaha Public Schools,11
NE,3174850,Oneill Public Schools,0
NE,3174940,Ord Public Schools,0
NE,3175000,Osceola Public Schools,0
NE,3175030,Osmond Community Schools,0
NE,3175060,Overton Public Schools,0
NE,3175210,Palmyra District O R 1,0
NE,3175270,Papillion La Vista Community Schools,0
NE,3175330,Pawnee City Public Schools,0
NE,3175360,Paxton Consolidated Schools,0
NE,3175390,Pender Public Schools,0
NE,3175510,Pierce Public Schools,0
NE,3175570,Plainview Public Schools,0
NE,3175630,Springfield Platteview Community Schools,0
NE,3175660,Plattsmouth Community Schools,10
NE,3175690,Pleasanton Public Schools,0
NE,3175770,Ponca Public Schools,0
NE,3175810,Potter-Dix Public Schools,0
NE,3175900,Ralston Public Schools,7
NE,3175930,Randolph Public Schools,0
NE,3175960,Ravenna Public Schools,0
NE,3175990,Red Cloud Community Schools,0
NE,3176170,Rock County Public Schools,0
NE,3176380,Sandhills Public Schools,0
NE,3176400,Santee Community Schools,0
NE,3176410,Sargent Public Schools,0
NE,3176450,Schuyler Community Schools,0
NE,3176470,Scottsbluff Public Schools,0
NE,3176560,Seward Public Schools,0
NE,3176590,Shelby - Rising City Public Schools,0
NE,3176620,Shelton Public Schools,0
NE,3176650,Shickley Public Schools,0
NE,3176710,Sidney Public Schools,0
NE,3176800,Sioux County Public Schools,0
NE,3176860,So Sioux City Community Schs,0
NE,3176980,St Edward Public Schools,0
NE,3177100,Stapleton Public Schools,0
NE,3177180,Southern School District 1,0
NE,3177190,Sterling Public Schools,0
NE,3177340,Sumner-Eddyville-Miller Schs,0
NE,3177520,Sutton Public Schools,0
NE,3177550,Syracuse-Dunbar-Avoca Schools,0
NE,3177730,Thedford Public Schools,0
NE,3178020,Valentine Community Schools,0
NE,3178120,Verdigre Public Schools,0
NE,3178210,Wahoo Public Schools,0
NE,3178240,Wakefield Public Schools,0
NE,3178260,Wallace Public Sch Dist 65 R,0
NE,3178300,Walthill Public Schools,0
NE,3178450,Wausa Public Schools,0
NE,3178520,Wayne Community Schools,0
NE,3178540,Weeping Water Public Schools,0
NE,3178660,Westside Community Schools,10
NE,3178670,Wheeler Central Schools,0
NE,3178720,Wilber-Clatonia Public Schools,0
NE,3178810,Winnebago Public Schools District 17,0
NE,3178840,Winside Public Schools,0
NE,3178940,Wood River Rural Schools,0
NE,3178990,Wynot Public Schools,0
NE,3179050,York Public Schools,0
NE,3179080,Yutan Public Schools,0
NV,3200001,State-Sponsored Charter Schools,11
NV,3200021,Davidson Academy  School District,11
NV,3200022,Achievement School District,11
NV,3200023,Correctional School District,0
NV,3200030,Churchill County School District,11
NV,3200060,Clark County School District,11
NV,3200090,Douglas County School District,7
NV,3200120,Elko County School District,7
NV,3200150,Esmeralda County School District,3
NV,3200180,Eureka County School District,0
NV,3200210,Humboldt County School District,7
NV,3200240,Lander County School District,7
NV,3200270,Lincoln County School District,0
NV,3200300,Lyon County School District,6
NV,3200330,Mineral County School District,11
NV,3200360,Nye County School District,11
NV,3200390,Carson City School District,11
NV,3200420,Pershing County School District,0
NV,3200450,Storey County School District,11
NV,3200480,Washoe County School District,11
NV,3200510,White Pine County School District,0
NH,3300003,John Stark Regional School District,8
NH,3300017,Exeter Region Coop School District,5
NH,3300030,North Country Charter Academy,0
NH,3300031,Seacoast Charter School,8
NH,3300035,Gorham Randolph Shelburne Coop School District,0
NH,3300036,Cocheco Arts And Technology Academy,8
NH,3300040,Academy for Science and Design Charter School,8
NH,3300042,Strong Foundations Charter School,8
NH,3300043,Ledyard Charter Academy,8
NH,3300049,Prospect Mountain School District,8
NH,3300616,Milton School District,8
NH,3301380,Allenstown School District,7
NH,3301440,Alton School District,10
NH,3301470,Amherst School District,1
NH,3301500,Andover School District,7
NH,3301560,Ashland School District,0
NH,3301590,Auburn School District,0
NH,3301620,Barnstead School District,8
NH,3301650,Barrington School District,0
NH,3301680,Bartlett School District,0
NH,3301710,Bath School District,4
NH,3301740,Bedford School District,6
NH,3301860,Berlin School District,10
NH,3301890,Bethlehem School District,1
NH,3301950,Bow School District,3
NH,3302010,Brentwood School District,0
NH,3302070,Brookline School District,0
NH,3302100,Campton School District,0
NH,3302130,Candia School District,0
NH,3302250,Chester School District,5
NH,3302280,Chesterfield School District,8
NH,3302310,Chichester School District,8
NH,3302340,Claremont School District,7
NH,3302400,Colebrook School District,2
NH,3302460,Concord School District,8
NH,3302480,Contoocook Valley School District,3
NH,3302490,Conway School District,0
NH,3302520,Cornish School District,0
NH,3302550,Croydon School District,0
NH,3302580,Deerfield School District,6
NH,3302610,Derry School District,10
NH,3302640,Dover School District,7
NH,3302670,Dresden School District,0
NH,3302760,Dunbarton School District,3
NH,3302790,East Kingston School District,2
NH,3302880,Epping School District,0
NH,3302910,Epsom School District,3
NH,3302940,Errol School District,0
NH,3302970,Exeter School District,3
NH,3302990,Fall Mountain Regional School District,8
NH,3303000,Farmington School District,1
NH,3303090,Franklin School District,8
NH,3303120,Freedom School District,0
NH,3303150,Fremont School District,0
NH,3303180,Gilford School District,0
NH,3303210,Gilmanton School District,7
NH,3303240,Goffstown School District,7
NH,3303276,Mason School District,2
NH,3303280,Mill Falls Charter School District,8
NH,3303286,The Birches Academy for Academics & Art,0
NH,3303287,Robert Frost Charter School,0
NH,3303290,Polaris Charter School,8
NH,3303292,Pace Career Academy Charter School,0
NH,3303297,Mountain Village Charter School,0
NH,3303298,The Founders Academy Charter School District,8
NH,3303299,Gate City Charter School For the Arts District,8
NH,3303301,Compass Classical Academy Charter School,1
NH,3303302,MicroSociety Academy Charter School of Southern NH,8
NH,3303303,Lempster School District,8
NH,3303308,Kreiva Academy Public Charter School District,8
NH,3303314,Windham Academy Public Charter School,8
NH,3303315,Spark Academy of Advanced Technologies,8
NH,3303316,Northeast Woodland Chartered Public School,0
NH,3303330,Governor Wentworth Reg School District,7
NH,3303360,Grantham School District,7
NH,3303420,Greenland School District,0
NH,3303480,Hampstead School District,7
NH,3303510,Hampton School District,7
NH,3303540,Hampton Falls School District,0
NH,3303600,Hanover School District,0
NH,3303630,Harrisville School District,8
NH,3303660,Haverhill Cooperative School District,4
NH,3303690,Henniker School District,0
NH,3303720,Hill School District,0
NH,3303750,Hillsboro Deering Coop School District,7
NH,3303780,Hinsdale School District,10
NH,3303810,Holderness School District,0
NH,3303840,Hollis School District,0
NH,3303850,Hollis/Brookline Coop School District,0
NH,3303870,Hooksett School District,0
NH,3303900,Hopkinton School District,8
NH,3303930,Hudson School District,8
NH,3303960,Inter-Lakes School District,0
NH,3303990,Jackson School District,0
NH,3304030,Jaffrey-Rindge Coop School District,8
NH,3304040,Kearsarge Regional School District,10
NH,3304050,Keene School District,8
NH,3304080,Kensington School District,2
NH,3304140,Laconia School District,2
NH,3304150,Lafayette Regional School District,0
NH,3304170,Landaff School District,0
NH,3304230,Lebanon School District,1
NH,3304260,Lincoln-Woodstock School District,1
NH,3304290,Lisbon Regional School District,0
NH,3304350,Litchfield School District,1
NH,3304380,Littleton School District,8
NH,3304410,Londonderry School District,1
NH,3304500,Lyme School District,0
NH,3304560,Madison School District,0
NH,3304590,Manchester School District,8
NH,3304620,Marlborough School District,2
NH,3304650,Marlow School District,8
NH,3304670,Mascenic Regional School District,2
NH,3304680,Mascoma Valley Reg School District,0
NH,3304740,Merrimack School District,8
NH,3304760,Merrimack Valley School District,7
NH,3304770,Middleton School District,4
NH,3304800,Milan School District,0
NH,3304830,Milford School District,8
NH,3304890,Monadnock Regional School District,8
NH,3304920,Monroe School District,0
NH,3304950,Mont Vernon School District,1
NH,3304960,Moultonborough School District,2
NH,3304980,Nashua School District,8
NH,3305010,Nelson School District,8
NH,3305040,New Boston School District,7
NH,3305070,New Castle School District,0
NH,3305190,Newfields School District,2
NH,3305220,Newfound Area School District,8
NH,3305250,Newington School District,0
NH,3305280,Newmarket School District,10
NH,3305310,Newport School District,10
NH,3305370,North Hampton School District,0
NH,3305400,Northumberland School District,0
NH,3305430,Northwood School District,10
NH,3305460,Nottingham School District,2
NH,3305520,Oyster River Coop School District,7
NH,3305550,Pelham School District,2
NH,3305580,Pembroke School District,7
NH,3305670,Piermont School District,3
NH,3305700,Pittsburg School District,2
NH,3305730,Pittsfield School District,6
NH,3305760,Plainfield School District,0
NH,3305790,Plymouth School District,0
NH,3305820,Portsmouth School District,7
NH,3305830,Profile School District,0
NH,3305880,Raymond School District,8
NH,3305940,Rochester School District,3
NH,3305970,Rollinsford School District,8
NH,3306000,Rumney School District,0
NH,3306030,Rye School District,0
NH,3306060,Salem School District,0
NH,3306080,Sanborn Regional School District,10
NH,3306150,Seabrook School District,0
NH,3306180,Shaker Regional School District,7
NH,3306240,Somersworth School District,10
NH,3306260,Souhegan Cooperative School District,10
NH,3306270,South Hampton School District,0
NH,3306330,Stark School District,0
NH,3306360,Stewartstown School District,2
NH,3306390,Stoddard School District,1
NH,3306420,Strafford School District,10
NH,3306450,Stratford School District,0
NH,3306480,Stratham School District,3
NH,3306540,Sunapee School District,0
NH,3306600,Tamworth School District,8
NH,3306660,Thornton School District,0
NH,3306720,Timberlane Regional School District,8
NH,3306750,Unity School District,0
NH,3306780,Wakefield School District,2
NH,3306870,Warren School District,3
NH,3306900,Washington School District,7
NH,3306910,Waterville Valley School District,0
NH,3306930,Weare School District,1
NH,3306990,Wentworth School District,0
NH,3307020,Westmoreland School District,2
NH,3307050,White Mountain Regional School District,8
NH,3307115,Wilton-Lyndeborough School District,0
NH,3307140,Winchester School District,7
NH,3307170,Windham School District,8
NH,3307230,Winnacunnet Coop School District,7
NH,3307300,Winnisquam Regional School District,6
NH,3307330,Coe-Brown Academy School District,0
NH,3399965,Pemi-Baker Regional School District,0
NJ,3400004,School District of the Chathams,11
NJ,3400005,Morris-Union Jointure Commisson School District,0
NJ,3400006,Atlantic County Special Services School District,1
NJ,3400007,South  Bergen Jointure Commission School District,4
NJ,3400008,Great Meadows Regional School District,9
NJ,3400009,Somerset Hills Regional School District,9
NJ,3400014,Englewood on the Palisades Charter School,11
NJ,3400015,Teaneck Community Charter School,11
NJ,3400019,Chartertech High School for the Performing Arts,11
NJ,3400020,Discovery Charter School,11
NJ,3400021,East Orange Community Charter School,10
NJ,3400022,Marion P. Thomas Charter School,11
NJ,3400023,New Horizons Community Charter School,11
NJ,3400024,North Star Academy Charter School,11
NJ,3400025,Robert Treat Academy Charter School,11
NJ,3400026,Maria L. Varisco-Rogers Charter School,11
NJ,3400029,Elysian Charter School,11
NJ,3400032,Hoboken Charter School,11
NJ,3400033,Jersey City Community Charter School,10
NJ,3400034,Jersey City Golden Door Charter School,11
NJ,3400035,The Learning Community Charter School,11
NJ,3400036,Soaring Heights Charter School,11
NJ,3400041,International Charter School of Trenton,11
NJ,3400042,Pace Charter School of Hamilton,11
NJ,3400043,Princeton Charter School,11
NJ,3400046,The Village Charter School,11
NJ,3400047,Greater Brunswick Charter School,11
NJ,3400048,Academy Charter High School,11
NJ,3400049,Red Bank Charter School,1
NJ,3400050,Hunterdon County Vocational School District,11
NJ,3400051,Unity Charter School,9
NJ,3400052,Classical Academy Charter School of Clifton,11
NJ,3400055,Sussex County Technology Charter School,9
NJ,3400061,The Queen City Academy Charter School District,9
NJ,3400064,Gray Charter School,11
NJ,3400069,Bayshore Jointure Commission School District,0
NJ,3400070,TEAM Academy Charter School,11
NJ,3400073,University Academy Charter High School,11
NJ,3400076,Hope Academy Charter School,2
NJ,3400078,LEAP Academy University Charter School,11
NJ,3400079,Environment Community Opportunity (ECO) Charter School,11
NJ,3400080,Freedom Prep Charter School,11
NJ,3400082,Ridge and Valley Charter School,7
NJ,3400083,Union County TEAMS Charter School-High School/College LA,11
NJ,3400084,University Heights Charter School,11
NJ,3400087,Paterson Charter School for Science and Technology,11
NJ,3400090,Central Jersey College Prep Charter School,9
NJ,3400660,Absecon Public Schools District,11
NJ,3400690,Alexandria Township School District,4
NJ,3400715,Bergen Arts and Science Charter School,11
NJ,3400717,Foundation Academy Charter School,11
NJ,3400718,Community Charter School of Paterson,11
NJ,3400719,Pride Academy Charter School District,11
NJ,3400720,Allamuchy Township School District,8
NJ,3400723,Paul Robeson Charter School for the Humanities,11
NJ,3400724,Burch Charter School of Excellence,11
NJ,3400727,The Ethical Community Charter School,11
NJ,3400729,Vineland Public Charter School,7
NJ,3400730,Newark Educators Community Charter School,11
NJ,3400731,Riverbank Charter School of Excellence,8
NJ,3400734,Hoboken Dual Language Charter School,11
NJ,3400735,Hatikvah International Academy Charter School,10
NJ,3400740,The Barack Obama Green Charter High School District,9
NJ,3400741,Academy for Urban Leadership Charter School,11
NJ,3400744,Benjamin Banneker Preparatory Charter School,8
NJ,3400745,Passaic Arts and Science Charter School,11
NJ,3400746,Thomas Edison EnergySmart Charter School,11
NJ,3400748,John P Holland Charter School,9
NJ,3400749,Millville Public Charter School,7
NJ,3400750,Allendale Public School District,11
NJ,3400751,Great Oaks Legacy Charter School,11
NJ,3400754,Peoples Preparatory Charter School District,11
NJ,3400755,Roseville Community Charter School,11
NJ,3400756,Dr Lena Edwards Academic Charter School,10
NJ,3400759,BelovED Community Charter School,11
NJ,3400763,Hope Community Charter School,11
NJ,3400764,Phillip's Academy  Charter School,11
NJ,3400765,Paterson Arts and Science Charter School,11
NJ,3400766,Compass Academy Charter School,11
NJ,3400767,Jersey City Global Charter School,11
NJ,3400769,South Hunterdon Regional School District,11
NJ,3400770,Trenton Stem-to-Civics Charter School,11
NJ,3400771,Atlantic Community Charter School,11
NJ,3400772,"Mastery Schools of Camden, Inc.",11
NJ,3400773,Link Community Charter School,11
NJ,3400776,"Camden Prep, Inc.",11
NJ,3400777,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",11
NJ,3400778,Marie H. Katzenbach School for the Deaf,9
NJ,3400779,College Achieve Central Charter School,11
NJ,3400781,Empowerment Academy Charter School,11
NJ,3400782,Bridgeton Public Charter School,7
NJ,3400783,Principle Academy Charter School,11
NJ,3400784,Philip's Academy Charter School of Paterson,11
NJ,3400785,Camden's Promise Charter School,11
NJ,3400786,Cresthaven Academy Charter School,11
NJ,3400787,Hudson Arts and Science Charter School,11
NJ,3400788,LEAD Charter School,11
NJ,3400789,Ocean Academy Charter School,11
NJ,3400791,College Achieve Greater Asbury Park Charter School,2
NJ,3400792,Achieve Community Charter School,11
NJ,3400793,College Achieve Paterson Charter School,11
NJ,3400794,Achievers Early College Prep Charter School,11
NJ,3400795,Middlesex County STEM Charter School,11
NJ,3400805,Creativity CoLaboratory Charter School,3
NJ,3400810,Alloway Twp School District,7
NJ,3400840,Alpha Borough School District,0
NJ,3400870,Alpine School District,3
NJ,3400900,Andover Regional School District,9
NJ,3400930,Asbury Park School District,11
NJ,3400960,Atlantic City School District,11
NJ,3400990,Atlantic County Vocational School District,9
NJ,3401020,Atlantic Highlands School District,0
NJ,3401050,Audubon Public School District,11
NJ,3401110,Avalon School District,2
NJ,3401140,Avon Boro School District,0
NJ,3401170,Barrington School District,11
NJ,3401230,Bay Head Borough School District,6
NJ,3401260,Bayonne School District,11
NJ,3401290,Beach Haven School District,11
NJ,3401320,Bedminster Township Public School District,8
NJ,3401350,Belleville Public School District,11
NJ,3401380,Bellmawr Public School District,11
NJ,3401410,Belmar Elementary School District,2
NJ,3401440,Belvidere School District,9
NJ,3401450,Bergen County Special Services School District,11
NJ,3401470,Bergen County Vocational Technical School District,11
NJ,3401500,Bergenfield Borough School District,9
NJ,3401530,Berkeley Heights School District,9
NJ,3401560,Berkeley Township School District,11
NJ,3401590,Berlin Borough School District,8
NJ,3401620,Berlin Township School District,11
NJ,3401650,Bernards Township School District,9
NJ,3401710,Bethlehem Township School District,1
NJ,3401740,Beverly City School District,0
NJ,3401770,Black Horse Pike Regional School District,11
NJ,3401800,Blairstown Elementary Township School District,9
NJ,3401830,Bloomfield Township School District,11
NJ,3401860,Bloomingdale School District,9
NJ,3401890,Bloomsbury Borough School District,4
NJ,3401920,Bogota Public School District,9
NJ,3401950,Boonton Town School District,11
NJ,3401980,Boonton Township School District,9
NJ,3402030,Bordentown Regional School District,9
NJ,3402100,Bound Brook School District,8
NJ,3402130,Bradley Beach School District,0
NJ,3402160,Branchburg Township School District,9
NJ,3402220,Brick Township Public School District,10
NJ,3402250,Bridgeton City School District,11
NJ,3402280,Bridgewater-Raritan Regional School District,9
NJ,3402310,Brielle Boro School District,6
NJ,3402340,Brigantine Public School District,4
NJ,3402370,Brooklawn Public School District,11
NJ,3402400,Buena Regional School District,11
NJ,3402430,Burlington City Public School District,8
NJ,3402440,Burlington County Special Services School District,3
NJ,3402460,Burlington Township School District,8
NJ,3402490,Burlington County Institute of Technology School District,8
NJ,3402520,Butler Public School District,9
NJ,3402550,Byram Township School District,9
NJ,3402580,Caldwell-West School District,11
NJ,3402610,Califon Borough School District,1
NJ,3402640,Camden City School District,11
NJ,3402670,Camden County Technical School District,11
NJ,3402700,Cape May City School District,9
NJ,3402730,Cape May County Technical High School District,11
NJ,3402740,Cape May County Special Services School District,9
NJ,3402790,Carlstadt PublicSchool District,9
NJ,3402800,Carlstadt-East Rutherford Regional High School District,9
NJ,3402820,Carteret Public School District,11
NJ,3402850,Cedar Grove Township School District,11
NJ,3402880,Sterling Regional School District,11
NJ,3402910,Central Regional School District,11
NJ,3403000,Cherry Hill School District,11
NJ,3403060,Chester Township School District,11
NJ,3403090,Chesterfield Township School District,8
NJ,3403120,Cinnaminson Township School District,9
NJ,3403150,Clark Township Public School District,8
NJ,3403180,Clayton Public School District,9
NJ,3403210,Clearview Regional High School District,9
NJ,3403240,Clementon Elementary School District,11
NJ,3403270,Cliffside Park School District,11
NJ,3403300,Clifton Public School District,10
NJ,3403330,Clinton-Glen Gardner School District,11
NJ,3403360,Clinton Township School District,9
NJ,3403390,Closter Public School District,9
NJ,3403420,Collingswood Public School District,11
NJ,3403450,Colts Neck Township School District,7
NJ,3403480,Commercial Township School District,7
NJ,3403540,Cranbury Township School District,11
NJ,3403570,Cranford Public School District,9
NJ,3403600,Cresskill Public School District,9
NJ,3403610,Cumberland County Board of Vocational Education,11
NJ,3403620,Cumberland Regional School District,11
NJ,3403630,Deal Boro School District,6
NJ,3403660,Deerfield Township School District,11
NJ,3403690,Delanco Township School District,8
NJ,3403720,Delaware Township School District,6
NJ,3403750,Delaware Valley Regional High School District,11
NJ,3403780,Delran Township School District,9
NJ,3403810,Demarest School District,9
NJ,3403840,Dennis Township School District,9
NJ,3403870,Denville Township K-8 School District,8
NJ,3403900,Deptford Township Public School District,11
NJ,3403930,Dover Public School District,11
NJ,3403960,Downe Township School District,8
NJ,3403990,Dumont Public School District,9
NJ,3404020,Dunellen Public School District,11
NJ,3404050,Eagleswood Township School District,11
NJ,3404080,East Amwell Township School District,11
NJ,3404110,East Brunswick Township School District,11
NJ,3404140,East Greenwich Township School District,11
NJ,3404170,East Hanover Township School District,9
NJ,3404200,East Newark School District,11
NJ,3404230,East Orange School District,11
NJ,3404290,East Rutherford School District,9
NJ,3404320,East Windsor Regional School District,11
NJ,3404350,Eastampton Township School District,8
NJ,3404380,Eastern Camden County Regional School District,11
NJ,3404410,Eatontown Public School District,9
NJ,3404440,Edgewater School District,9
NJ,3404470,Edgewater Park Township School District,8
NJ,3404500,Edison Township School District,11
NJ,3404530,Egg Harbor City School District,5
NJ,3404560,Egg Harbor Township School District,9
NJ,3404590,Elizabeth Public Schools,9
NJ,3404620,Elk Township School District,9
NJ,3404660,Elmwood Park School District,9
NJ,3404680,Elsinboro Township School District,0
NJ,3404710,Emerson Public School District,9
NJ,3404740,Englewood Public School District,11
NJ,3404770,Englewood Cliffs School District,9
NJ,3404800,Essex County Schools of Technology,11
NJ,3404830,Essex Fells School District,0
NJ,3404860,Estell Manor School District,11
NJ,3404890,Evesham Township School District,6
NJ,3404920,Ewing Township School District,11
NJ,3404950,Fair Haven School District,6
NJ,3404980,Fair Lawn Public School District,11
NJ,3405010,Fairfield Public School District,11
NJ,3405040,Fairfield Township School District,11
NJ,3405070,Fairview Public School District,9
NJ,3405130,Farmingdale Public School District,0
NJ,3405190,Flemington-Raritan Regional School District,11
NJ,3405220,Florence Township School District,8
NJ,3405250,Florham Park School District,9
NJ,3405280,Folsom Borough School District,9
NJ,3405310,Fort Lee School District,9
NJ,3405340,Frankford Township Consolidated School District,11
NJ,3405370,Franklin Lakes School District,9
NJ,3405400,Franklin Borough School District,0
NJ,3405430,Township of Franklin School District,9
NJ,3405460,Franklin Township School District - Hunterdon,11
NJ,3405490,Franklin Township Public School District - Somerset,11
NJ,3405520,Franklin Township School District - Warren,7
NJ,3405550,Fredon Township School District,8
NJ,3405580,Freehold Borough School District,9
NJ,3405610,Freehold Regional High School District,9
NJ,3405640,Freehold Township School District,7
NJ,3405670,Frelinghuysen Township School District,8
NJ,3405700,Frenchtown Borough School District,4
NJ,3405730,Galloway Township Public School District,8
NJ,3405760,Garfield Public School District,11
NJ,3405790,Garwood Boro,7
NJ,3405820,Gateway Regional High School District,9
NJ,3405850,Gibbsboro Elementary School District,11
NJ,3405880,Glassboro School District,9
NJ,3405940,Glen Ridge Public School District,11
NJ,3405970,Glen Rock Public School District,11
NJ,3406000,Gloucester City Public School District,11
NJ,3406030,Gloucester Township Public Schools,11
